Order2020	POAexemptCode	Description
38588	S36.291S	"Other injury of body of pancreas, sequela"
38591	S36.292D	"Other injury of tail of pancreas, subsequent encounter"
38592	S36.292S	"Other injury of tail of pancreas, sequela"
38595	S36.299D	"Other injury of unspecified part of pancreas, subsequent encounter"
38596	S36.299S	"Other injury of unspecified part of pancreas, sequela"
38600	S36.30XD	"Unspecified injury of stomach, subsequent encounter"
38601	S36.30XS	"Unspecified injury of stomach, sequela"
38604	S36.32XD	"Contusion of stomach, subsequent encounter"
38605	S36.32XS	"Contusion of stomach, sequela"
38608	S36.33XD	"Laceration of stomach, subsequent encounter"
38609	S36.33XS	"Laceration of stomach, sequela"
38612	S36.39XD	"Other injury of stomach, subsequent encounter"
38613	S36.39XS	"Other injury of stomach, sequela"
38618	S36.400D	"Unspecified injury of duodenum, subsequent encounter"
38619	S36.400S	"Unspecified injury of duodenum, sequela"
38622	S36.408D	"Unspecified injury of other part of small intestine, subsequent encounter"
38623	S36.408S	"Unspecified injury of other part of small intestine, sequela"
38626	S36.409D	"Unspecified injury of unspecified part of small intestine, subsequent encounter"
38627	S36.409S	"Unspecified injury of unspecified part of small intestine, sequela"
38631	S36.410D	"Primary blast injury of duodenum, subsequent encounter"
38632	S36.410S	"Primary blast injury of duodenum, sequela"
38635	S36.418D	"Primary blast injury of other part of small intestine, subsequent encounter"
38636	S36.418S	"Primary blast injury of other part of small intestine, sequela"
38639	S36.419D	"Primary blast injury of unspecified part of small intestine, subsequent encounter"
38640	S36.419S	"Primary blast injury of unspecified part of small intestine, sequela"
38644	S36.420D	"Contusion of duodenum, subsequent encounter"
38645	S36.420S	"Contusion of duodenum, sequela"
38648	S36.428D	"Contusion of other part of small intestine, subsequent encounter"
38649	S36.428S	"Contusion of other part of small intestine, sequela"
38652	S36.429D	"Contusion of unspecified part of small intestine, subsequent encounter"
38653	S36.429S	"Contusion of unspecified part of small intestine, sequela"
38657	S36.430D	"Laceration of duodenum, subsequent encounter"
38658	S36.430S	"Laceration of duodenum, sequela"
38661	S36.438D	"Laceration of other part of small intestine, subsequent encounter"
38662	S36.438S	"Laceration of other part of small intestine, sequela"
38665	S36.439D	"Laceration of unspecified part of small intestine, subsequent encounter"
38666	S36.439S	"Laceration of unspecified part of small intestine, sequela"
38670	S36.490D	"Other injury of duodenum, subsequent encounter"
38671	S36.490S	"Other injury of duodenum, sequela"
38674	S36.498D	"Other injury of other part of small intestine, subsequent encounter"
38675	S36.498S	"Other injury of other part of small intestine, sequela"
38678	S36.499D	"Other injury of unspecified part of small intestine, subsequent encounter"
38679	S36.499S	"Other injury of unspecified part of small intestine, sequela"
38684	S36.500D	"Unspecified injury of ascending [right] colon, subsequent encounter"
38685	S36.500S	"Unspecified injury of ascending [right] colon, sequela"
38688	S36.501D	"Unspecified injury of transverse colon, subsequent encounter"
38689	S36.501S	"Unspecified injury of transverse colon, sequela"
38692	S36.502D	"Unspecified injury of descending [left] colon, subsequent encounter"
38693	S36.502S	"Unspecified injury of descending [left] colon, sequela"
38696	S36.503D	"Unspecified injury of sigmoid colon, subsequent encounter"
38697	S36.503S	"Unspecified injury of sigmoid colon, sequela"
38700	S36.508D	"Unspecified injury of other part of colon, subsequent encounter"
38701	S36.508S	"Unspecified injury of other part of colon, sequela"
38704	S36.509D	"Unspecified injury of unspecified part of colon, subsequent encounter"
38705	S36.509S	"Unspecified injury of unspecified part of colon, sequela"
38709	S36.510D	"Primary blast injury of ascending [right] colon, subsequent encounter"
38710	S36.510S	"Primary blast injury of ascending [right] colon, sequela"
38713	S36.511D	"Primary blast injury of transverse colon, subsequent encounter"
38714	S36.511S	"Primary blast injury of transverse colon, sequela"
38717	S36.512D	"Primary blast injury of descending [left] colon, subsequent encounter"
38718	S36.512S	"Primary blast injury of descending [left] colon, sequela"
38721	S36.513D	"Primary blast injury of sigmoid colon, subsequent encounter"
38722	S36.513S	"Primary blast injury of sigmoid colon, sequela"
38725	S36.518D	"Primary blast injury of other part of colon, subsequent encounter"
38726	S36.518S	"Primary blast injury of other part of colon, sequela"
38729	S36.519D	"Primary blast injury of unspecified part of colon, subsequent encounter"
38730	S36.519S	"Primary blast injury of unspecified part of colon, sequela"
38734	S36.520D	"Contusion of ascending [right] colon, subsequent encounter"
38735	S36.520S	"Contusion of ascending [right] colon, sequela"
38738	S36.521D	"Contusion of transverse colon, subsequent encounter"
38739	S36.521S	"Contusion of transverse colon, sequela"
38742	S36.522D	"Contusion of descending [left] colon, subsequent encounter"
38743	S36.522S	"Contusion of descending [left] colon, sequela"
38746	S36.523D	"Contusion of sigmoid colon, subsequent encounter"
38747	S36.523S	"Contusion of sigmoid colon, sequela"
38750	S36.528D	"Contusion of other part of colon, subsequent encounter"
38751	S36.528S	"Contusion of other part of colon, sequela"
38754	S36.529D	"Contusion of unspecified part of colon, subsequent encounter"
38755	S36.529S	"Contusion of unspecified part of colon, sequela"
38759	S36.530D	"Laceration of ascending [right] colon, subsequent encounter"
38760	S36.530S	"Laceration of ascending [right] colon, sequela"
38763	S36.531D	"Laceration of transverse colon, subsequent encounter"
38764	S36.531S	"Laceration of transverse colon, sequela"
38767	S36.532D	"Laceration of descending [left] colon, subsequent encounter"
38768	S36.532S	"Laceration of descending [left] colon, sequela"
38771	S36.533D	"Laceration of sigmoid colon, subsequent encounter"
38772	S36.533S	"Laceration of sigmoid colon, sequela"
38775	S36.538D	"Laceration of other part of colon, subsequent encounter"
38776	S36.538S	"Laceration of other part of colon, sequela"
38779	S36.539D	"Laceration of unspecified part of colon, subsequent encounter"
38780	S36.539S	"Laceration of unspecified part of colon, sequela"
38784	S36.590D	"Other injury of ascending [right] colon, subsequent encounter"
38785	S36.590S	"Other injury of ascending [right] colon, sequela"
38788	S36.591D	"Other injury of transverse colon, subsequent encounter"
38789	S36.591S	"Other injury of transverse colon, sequela"
38792	S36.592D	"Other injury of descending [left] colon, subsequent encounter"
38793	S36.592S	"Other injury of descending [left] colon, sequela"
38796	S36.593D	"Other injury of sigmoid colon, subsequent encounter"
38797	S36.593S	"Other injury of sigmoid colon, sequela"
38800	S36.598D	"Other injury of other part of colon, subsequent encounter"
38801	S36.598S	"Other injury of other part of colon, sequela"
38804	S36.599D	"Other injury of unspecified part of colon, subsequent encounter"
38805	S36.599S	"Other injury of unspecified part of colon, sequela"
38809	S36.60XD	"Unspecified injury of rectum, subsequent encounter"
38810	S36.60XS	"Unspecified injury of rectum, sequela"
38813	S36.61XD	"Primary blast injury of rectum, subsequent encounter"
38814	S36.61XS	"Primary blast injury of rectum, sequela"
38817	S36.62XD	"Contusion of rectum, subsequent encounter"
38818	S36.62XS	"Contusion of rectum, sequela"
38821	S36.63XD	"Laceration of rectum, subsequent encounter"
38822	S36.63XS	"Laceration of rectum, sequela"
38825	S36.69XD	"Other injury of rectum, subsequent encounter"
38826	S36.69XS	"Other injury of rectum, sequela"
38830	S36.81XD	"Injury of peritoneum, subsequent encounter"
38831	S36.81XS	"Injury of peritoneum, sequela"
38835	S36.892D	"Contusion of other intra-abdominal organs, subsequent encounter"
38836	S36.892S	"Contusion of other intra-abdominal organs, sequela"
38839	S36.893D	"Laceration of other intra-abdominal organs, subsequent encounter"
38840	S36.893S	"Laceration of other intra-abdominal organs, sequela"
38843	S36.898D	"Other injury of other intra-abdominal organs, subsequent encounter"
38844	S36.898S	"Other injury of other intra-abdominal organs, sequela"
38847	S36.899D	"Unspecified injury of other intra-abdominal organs, subsequent encounter"
38848	S36.899S	"Unspecified injury of other intra-abdominal organs, sequela"
38852	S36.90XD	"Unspecified injury of unspecified intra-abdominal organ, subsequent encounter"
38853	S36.90XS	"Unspecified injury of unspecified intra-abdominal organ, sequela"
38856	S36.92XD	"Contusion of unspecified intra-abdominal organ, subsequent encounter"
38857	S36.92XS	"Contusion of unspecified intra-abdominal organ, sequela"
38860	S36.93XD	"Laceration of unspecified intra-abdominal organ, subsequent encounter"
38861	S36.93XS	"Laceration of unspecified intra-abdominal organ, sequela"
38864	S36.99XD	"Other injury of unspecified intra-abdominal organ, subsequent encounter"
38865	S36.99XS	"Other injury of unspecified intra-abdominal organ, sequela"
38871	S37.001D	"Unspecified injury of right kidney, subsequent encounter"
38872	S37.001S	"Unspecified injury of right kidney, sequela"
38875	S37.002D	"Unspecified injury of left kidney, subsequent encounter"
38876	S37.002S	"Unspecified injury of left kidney, sequela"
38879	S37.009D	"Unspecified injury of unspecified kidney, subsequent encounter"
38880	S37.009S	"Unspecified injury of unspecified kidney, sequela"
38884	S37.011D	"Minor contusion of right kidney, subsequent encounter"
38885	S37.011S	"Minor contusion of right kidney, sequela"
38888	S37.012D	"Minor contusion of left kidney, subsequent encounter"
38889	S37.012S	"Minor contusion of left kidney, sequela"
38892	S37.019D	"Minor contusion of unspecified kidney, subsequent encounter"
38893	S37.019S	"Minor contusion of unspecified kidney, sequela"
38897	S37.021D	"Major contusion of right kidney, subsequent encounter"
38898	S37.021S	"Major contusion of right kidney, sequela"
38901	S37.022D	"Major contusion of left kidney, subsequent encounter"
38902	S37.022S	"Major contusion of left kidney, sequela"
38905	S37.029D	"Major contusion of unspecified kidney, subsequent encounter"
38906	S37.029S	"Major contusion of unspecified kidney, sequela"
38910	S37.031D	"Laceration of right kidney, unspecified degree, subsequent encounter"
38911	S37.031S	"Laceration of right kidney, unspecified degree, sequela"
38914	S37.032D	"Laceration of left kidney, unspecified degree, subsequent encounter"
38915	S37.032S	"Laceration of left kidney, unspecified degree, sequela"
38918	S37.039D	"Laceration of unspecified kidney, unspecified degree, subsequent encounter"
38919	S37.039S	"Laceration of unspecified kidney, unspecified degree, sequela"
38923	S37.041D	"Minor laceration of right kidney, subsequent encounter"
38924	S37.041S	"Minor laceration of right kidney, sequela"
38927	S37.042D	"Minor laceration of left kidney, subsequent encounter"
38928	S37.042S	"Minor laceration of left kidney, sequela"
38931	S37.049D	"Minor laceration of unspecified kidney, subsequent encounter"
38932	S37.049S	"Minor laceration of unspecified kidney, sequela"
38936	S37.051D	"Moderate laceration of right kidney, subsequent encounter"
38937	S37.051S	"Moderate laceration of right kidney, sequela"
38940	S37.052D	"Moderate laceration of left kidney, subsequent encounter"
38941	S37.052S	"Moderate laceration of left kidney, sequela"
38944	S37.059D	"Moderate laceration of unspecified kidney, subsequent encounter"
38945	S37.059S	"Moderate laceration of unspecified kidney, sequela"
38949	S37.061D	"Major laceration of right kidney, subsequent encounter"
38950	S37.061S	"Major laceration of right kidney, sequela"
38953	S37.062D	"Major laceration of left kidney, subsequent encounter"
38954	S37.062S	"Major laceration of left kidney, sequela"
38957	S37.069D	"Major laceration of unspecified kidney, subsequent encounter"
38958	S37.069S	"Major laceration of unspecified kidney, sequela"
38962	S37.091D	"Other injury of right kidney, subsequent encounter"
38963	S37.091S	"Other injury of right kidney, sequela"
38966	S37.092D	"Other injury of left kidney, subsequent encounter"
38967	S37.092S	"Other injury of left kidney, sequela"
38970	S37.099D	"Other injury of unspecified kidney, subsequent encounter"
38971	S37.099S	"Other injury of unspecified kidney, sequela"
38975	S37.10XD	"Unspecified injury of ureter, subsequent encounter"
38976	S37.10XS	"Unspecified injury of ureter, sequela"
38979	S37.12XD	"Contusion of ureter, subsequent encounter"
38980	S37.12XS	"Contusion of ureter, sequela"
38983	S37.13XD	"Laceration of ureter, subsequent encounter"
38984	S37.13XS	"Laceration of ureter, sequela"
38987	S37.19XD	"Other injury of ureter, subsequent encounter"
38988	S37.19XS	"Other injury of ureter, sequela"
38992	S37.20XD	"Unspecified injury of bladder, subsequent encounter"
38993	S37.20XS	"Unspecified injury of bladder, sequela"
38996	S37.22XD	"Contusion of bladder, subsequent encounter"
38997	S37.22XS	"Contusion of bladder, sequela"
39000	S37.23XD	"Laceration of bladder, subsequent encounter"
39001	S37.23XS	"Laceration of bladder, sequela"
39004	S37.29XD	"Other injury of bladder, subsequent encounter"
39005	S37.29XS	"Other injury of bladder, sequela"
39009	S37.30XD	"Unspecified injury of urethra, subsequent encounter"
39010	S37.30XS	"Unspecified injury of urethra, sequela"
39013	S37.32XD	"Contusion of urethra, subsequent encounter"
39014	S37.32XS	"Contusion of urethra, sequela"
39017	S37.33XD	"Laceration of urethra, subsequent encounter"
