Order2017	POAexemptCode	Description
44591	S52.352H	"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing"
44592	S52.352J	"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
44593	S52.352K	"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion"
44594	S52.352M	"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion"
44595	S52.352N	"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
44596	S52.352P	"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion"
44597	S52.352Q	"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion"
44598	S52.352R	"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
44599	S52.352S	"Displaced comminuted fracture of shaft of radius, left arm, sequela"
44604	S52.353D	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing"
44605	S52.353E	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing"
44606	S52.353F	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
44607	S52.353G	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing"
44608	S52.353H	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing"
44609	S52.353J	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
44610	S52.353K	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion"
44611	S52.353M	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion"
44612	S52.353N	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
44613	S52.353P	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion"
44614	S52.353Q	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion"
44615	S52.353R	"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
44616	S52.353S	"Displaced comminuted fracture of shaft of radius, unspecified arm, sequela"
44621	S52.354D	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing"
44622	S52.354E	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing"
44623	S52.354F	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
44624	S52.354G	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing"
44625	S52.354H	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing"
44626	S52.354J	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
44627	S52.354K	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion"
44628	S52.354M	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion"
44629	S52.354N	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
44630	S52.354P	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion"
44631	S52.354Q	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion"
44632	S52.354R	"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
44633	S52.354S	"Nondisplaced comminuted fracture of shaft of radius, right arm, sequela"
44638	S52.355D	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing"
44639	S52.355E	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing"
44640	S52.355F	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
44641	S52.355G	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing"
44642	S52.355H	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing"
44643	S52.355J	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
44644	S52.355K	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion"
44645	S52.355M	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion"
44646	S52.355N	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
44647	S52.355P	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion"
44648	S52.355Q	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion"
44649	S52.355R	"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
44650	S52.355S	"Nondisplaced comminuted fracture of shaft of radius, left arm, sequela"
44655	S52.356D	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing"
44656	S52.356E	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing"
44657	S52.356F	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
44658	S52.356G	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing"
44659	S52.356H	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing"
44660	S52.356J	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
44661	S52.356K	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion"
44662	S52.356M	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion"
44663	S52.356N	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
44664	S52.356P	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion"
44665	S52.356Q	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion"
44666	S52.356R	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
44667	S52.356S	"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, sequela"
44673	S52.361D	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing"
44674	S52.361E	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing"
44675	S52.361F	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
44676	S52.361G	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing"
44677	S52.361H	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing"
44678	S52.361J	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
44679	S52.361K	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion"
44680	S52.361M	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion"
44681	S52.361N	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
44682	S52.361P	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion"
44683	S52.361Q	"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion"
