Order	POAexemptCode	Description
47290	S61.251S	"Open bite of left index finger without damage to nail, sequela"
47293	S61.252D	"Open bite of right middle finger without damage to nail, subsequent encounter"
47294	S61.252S	"Open bite of right middle finger without damage to nail, sequela"
47297	S61.253D	"Open bite of left middle finger without damage to nail, subsequent encounter"
47298	S61.253S	"Open bite of left middle finger without damage to nail, sequela"
47301	S61.254D	"Open bite of right ring finger without damage to nail, subsequent encounter"
47302	S61.254S	"Open bite of right ring finger without damage to nail, sequela"
47305	S61.255D	"Open bite of left ring finger without damage to nail, subsequent encounter"
47306	S61.255S	"Open bite of left ring finger without damage to nail, sequela"
47309	S61.256D	"Open bite of right little finger without damage to nail, subsequent encounter"
47310	S61.256S	"Open bite of right little finger without damage to nail, sequela"
47313	S61.257D	"Open bite of left little finger without damage to nail, subsequent encounter"
47314	S61.257S	"Open bite of left little finger without damage to nail, sequela"
47317	S61.258D	"Open bite of other finger without damage to nail, subsequent encounter"
47318	S61.258S	"Open bite of other finger without damage to nail, sequela"
47321	S61.259D	"Open bite of unspecified finger without damage to nail, subsequent encounter"
47322	S61.259S	"Open bite of unspecified finger without damage to nail, sequela"
47327	S61.300D	"Unspecified open wound of right index finger with damage to nail, subsequent encounter"
47328	S61.300S	"Unspecified open wound of right index finger with damage to nail, sequela"
47331	S61.301D	"Unspecified open wound of left index finger with damage to nail, subsequent encounter"
47332	S61.301S	"Unspecified open wound of left index finger with damage to nail, sequela"
47335	S61.302D	"Unspecified open wound of right middle finger with damage to nail, subsequent encounter"
47336	S61.302S	"Unspecified open wound of right middle finger with damage to nail, sequela"
47339	S61.303D	"Unspecified open wound of left middle finger with damage to nail, subsequent encounter"
47340	S61.303S	"Unspecified open wound of left middle finger with damage to nail, sequela"
47343	S61.304D	"Unspecified open wound of right ring finger with damage to nail, subsequent encounter"
47344	S61.304S	"Unspecified open wound of right ring finger with damage to nail, sequela"
47347	S61.305D	"Unspecified open wound of left ring finger with damage to nail, subsequent encounter"
47348	S61.305S	"Unspecified open wound of left ring finger with damage to nail, sequela"
47351	S61.306D	"Unspecified open wound of right little finger with damage to nail, subsequent encounter"
47352	S61.306S	"Unspecified open wound of right little finger with damage to nail, sequela"
47355	S61.307D	"Unspecified open wound of left little finger with damage to nail, subsequent encounter"
47356	S61.307S	"Unspecified open wound of left little finger with damage to nail, sequela"
47359	S61.308D	"Unspecified open wound of other finger with damage to nail, subsequent encounter"
47360	S61.308S	"Unspecified open wound of other finger with damage to nail, sequela"
47363	S61.309D	"Unspecified open wound of unspecified finger with damage to nail, subsequent encounter"
47364	S61.309S	"Unspecified open wound of unspecified finger with damage to nail, sequela"
47368	S61.310D	"Laceration without foreign body of right index finger with damage to nail, subsequent encounter"
47369	S61.310S	"Laceration without foreign body of right index finger with damage to nail, sequela"
47372	S61.311D	"Laceration without foreign body of left index finger with damage to nail, subsequent encounter"
47373	S61.311S	"Laceration without foreign body of left index finger with damage to nail, sequela"
47376	S61.312D	"Laceration without foreign body of right middle finger with damage to nail, subsequent encounter"
47377	S61.312S	"Laceration without foreign body of right middle finger with damage to nail, sequela"
47380	S61.313D	"Laceration without foreign body of left middle finger with damage to nail, subsequent encounter"
47381	S61.313S	"Laceration without foreign body of left middle finger with damage to nail, sequela"
47384	S61.314D	"Laceration without foreign body of right ring finger with damage to nail, subsequent encounter"
47385	S61.314S	"Laceration without foreign body of right ring finger with damage to nail, sequela"
47388	S61.315D	"Laceration without foreign body of left ring finger with damage to nail, subsequent encounter"
47389	S61.315S	"Laceration without foreign body of left ring finger with damage to nail, sequela"
47392	S61.316D	"Laceration without foreign body of right little finger with damage to nail, subsequent encounter"
47393	S61.316S	"Laceration without foreign body of right little finger with damage to nail, sequela"
47396	S61.317D	"Laceration without foreign body of left little finger with damage to nail, subsequent encounter"
47397	S61.317S	"Laceration without foreign body of left little finger with damage to nail, sequela"
47400	S61.318D	"Laceration without foreign body of other finger with damage to nail, subsequent encounter"
47401	S61.318S	"Laceration without foreign body of other finger with damage to nail, sequela"
47404	S61.319D	"Laceration without foreign body of unspecified finger with damage to nail, subsequent encounter"
47405	S61.319S	"Laceration without foreign body of unspecified finger with damage to nail, sequela"
47409	S61.320D	"Laceration with foreign body of right index finger with damage to nail, subsequent encounter"
47410	S61.320S	"Laceration with foreign body of right index finger with damage to nail, sequela"
47413	S61.321D	"Laceration with foreign body of left index finger with damage to nail, subsequent encounter"
47414	S61.321S	"Laceration with foreign body of left index finger with damage to nail, sequela"
47417	S61.322D	"Laceration with foreign body of right middle finger with damage to nail, subsequent encounter"
47418	S61.322S	"Laceration with foreign body of right middle finger with damage to nail, sequela"
47421	S61.323D	"Laceration with foreign body of left middle finger with damage to nail, subsequent encounter"
47422	S61.323S	"Laceration with foreign body of left middle finger with damage to nail, sequela"
47425	S61.324D	"Laceration with foreign body of right ring finger with damage to nail, subsequent encounter"
47426	S61.324S	"Laceration with foreign body of right ring finger with damage to nail, sequela"
47429	S61.325D	"Laceration with foreign body of left ring finger with damage to nail, subsequent encounter"
47430	S61.325S	"Laceration with foreign body of left ring finger with damage to nail, sequela"
47433	S61.326D	"Laceration with foreign body of right little finger with damage to nail, subsequent encounter"
47434	S61.326S	"Laceration with foreign body of right little finger with damage to nail, sequela"
47437	S61.327D	"Laceration with foreign body of left little finger with damage to nail, subsequent encounter"
47438	S61.327S	"Laceration with foreign body of left little finger with damage to nail, sequela"
47441	S61.328D	"Laceration with foreign body of other finger with damage to nail, subsequent encounter"
47442	S61.328S	"Laceration with foreign body of other finger with damage to nail, sequela"
47445	S61.329D	"Laceration with foreign body of unspecified finger with damage to nail, subsequent encounter"
47446	S61.329S	"Laceration with foreign body of unspecified finger with damage to nail, sequela"
47450	S61.330D	"Puncture wound without foreign body of right index finger with damage to nail, subsequent encounter"
47451	S61.330S	"Puncture wound without foreign body of right index finger with damage to nail, sequela"
47454	S61.331D	"Puncture wound without foreign body of left index finger with damage to nail, subsequent encounter"
47455	S61.331S	"Puncture wound without foreign body of left index finger with damage to nail, sequela"
47458	S61.332D	"Puncture wound without foreign body of right middle finger with damage to nail, subsequent encounter"
47459	S61.332S	"Puncture wound without foreign body of right middle finger with damage to nail, sequela"
47462	S61.333D	"Puncture wound without foreign body of left middle finger with damage to nail, subsequent encounter"
47463	S61.333S	"Puncture wound without foreign body of left middle finger with damage to nail, sequela"
47466	S61.334D	"Puncture wound without foreign body of right ring finger with damage to nail, subsequent encounter"
47467	S61.334S	"Puncture wound without foreign body of right ring finger with damage to nail, sequela"
47470	S61.335D	"Puncture wound without foreign body of left ring finger with damage to nail, subsequent encounter"
47471	S61.335S	"Puncture wound without foreign body of left ring finger with damage to nail, sequela"
47474	S61.336D	"Puncture wound without foreign body of right little finger with damage to nail, subsequent encounter"
47475	S61.336S	"Puncture wound without foreign body of right little finger with damage to nail, sequela"
47478	S61.337D	"Puncture wound without foreign body of left little finger with damage to nail, subsequent encounter"
47479	S61.337S	"Puncture wound without foreign body of left little finger with damage to nail, sequela"
47482	S61.338D	"Puncture wound without foreign body of other finger with damage to nail, subsequent encounter"
47483	S61.338S	"Puncture wound without foreign body of other finger with damage to nail, sequela"
47486	S61.339D	"Puncture wound without foreign body of unspecified finger with damage to nail, subsequent encounter"
47487	S61.339S	"Puncture wound without foreign body of unspecified finger with damage to nail, sequela"
47491	S61.340D	"Puncture wound with foreign body of right index finger with damage to nail, subsequent encounter"
47492	S61.340S	"Puncture wound with foreign body of right index finger with damage to nail, sequela"
47495	S61.341D	"Puncture wound with foreign body of left index finger with damage to nail, subsequent encounter"
47496	S61.341S	"Puncture wound with foreign body of left index finger with damage to nail, sequela"
